entry,emotion
"In 1987, John Hughes wrote and directed 'Planes, Trains and Automobiles', which was a hilarious and poignant comedy  the best thing he's ever done. Ten years on he's reduced to again recycling the plot of 'Home Alone' in this second sequel, which is not connected to the other films but is equally uninspired and sadistic. The four crooks  that's right, four! And one of them is a girl! Congratulations, Hughes, for introducing this revolutionary change to the series!  are electrocuted with metal chairs, brained with barbells and blinded with paint, ha ha ha haaaaaaaa ha, while the new kid is even less charming than Culkin. You'd think that the departure of almost all the key players from the first two films would stop Hughes from fossilising the same old routines, but the only surprise is that not even he turned up for 'Home Alone 4'.",Y
"I wanted so much to enjoy this movie. It moved very slowly and was just boring. If it had been on TV, it would have lasted 15 to 20 minutes, maybe. What happened to the story? A great cast and photographer were working on a faulty foundation. If this is loosely based on the life of the director, why didn't he get someone to see that the writing itself was ""loose"". Then he directed it at a snail's pace which may have been the source of a few people nodding off during the movie. The music soars, but for a different film, not this one....for soap opera saga possibly. There were times when the dialogue was not understandable when Armin Meuller Stahl was speaking. I was not alone, because I heard a few rumblings about who said what to whom. Why can't Hollywood make better movies? This one had the nugget of a great story, but was just poorly executed.",Y
"It's amazing to see how Nikhil Advani manages to attract people to the theater till the very day of the release. I mean..... look at the cast here , the promotion is superb, good enough songs and the trailers are fine. This makes it a house full on the first day, but it's only when people go and see the film they realize that there is no way their money is refundable. House full the first day , the movie is out the next week. <br /><br />This film, inspired by 'Love Actually' is what they say, didn't manage to handle the whole cast well. They tried to put in big stars but ended up by not even managing to bring out even an average performance by any one. The stories are hollow and cheesy, so the audience can't connect with any single one of them. It's a big disappointment to all those who like big stars or for that matter Nikhil Advani after his big success of 'Kal Ho Na Ho'.",Y
"As it is often the case, the impressive and explosive trailers of Asian films add up to nothing more than lackluster stories. Similar to Unleashed (which was great,) Dog Bite Dog tells a story where men are raised as ferocious savage dogs that carry out their master's bidding. The main characters, an emotionally undeveloped, amoral killer who is matched against an equally unstable police officer, are far from the common heroes and villains we often see. In fact, by the end, you lose track of who you're supposed to empathize with, failing to feel even the slightest emotion for either of the men  whether that was the failure of the director or perhaps the underlining message he was trying to tell is up to you to decide.<br /><br />Although the beginning of the film was filled with intrigue and unpredictability, by the half-way point it slopped down to a humdrum story of survival and revenge. The suspense which was evident at first soon disappeared because of a grossly mismatched music score which brought down the potentially effective story telling. And in the end, you were left feeling that all that detailed background information and introspection of the main characters was somehow very unnecessary.<br /><br />On the plus side, the transition in story from point a to point b was quite atypical compared to US movies  so those who aren't familiar with Asian films and are tired of Hollywood's predictability should check it out.<br /><br />The white balance seemed",Y
"Okay, I've tried and I've tried, but I STILL DON'T GET this Guy Maddin thing. Tales From the Gimli Hospital left me cold, that movie about the Austrian villagers and the one about the Ice Nymph were pretty to look but lacking in the story department...and this nudie movie about abortion and hockey is just boring. I'm glad Maddin has an appreciation for silent film, but I dislike his films for the same reason I dislike the films of Quentin Tarantino: they're empty homages to better, more imaginative films--films that advanced the art form or broke new ground--and are all style and no substance. No amount of jump cuts and odd camera angles can disguise the fact that Maddin is an unoriginal David Lynch wannabe, though he DOES have one advantage over Tarantino: he generally doesn't write embarrassing dialogue, because most of his films rely on intertitles. The bottom line is, Maddin's schtick is clever clever film-making for aspiring film majors.",Y
"Well, how do you even rate a movie such as this one? Does it even have cinematic value really? It's a movie that tries to get as close to being a snuff movie as possible. Basically the entire movie is purely a bunch of guys torturing a young girl. Not very appealing and on top of that also not that realistic really.<br /><br />It's obvious that the movie tried to be as realistic and shocking as possible. However the movie is just all too fake for that to work out as intended. The slapping and stumping is all soft and fake looking, as well as sounding. They are often just kicking into the floor, rather than into the girl, obviously. Also the way the girl responds to all the torments is pretty tame. I mean if this was real, surely she would had screamed it out. There is more moaning than screaming in this one though.<br /><br />The movie is obviously low budget and it's a valor attempt at trying to achieve something shocking and realistic as well as original and provoking, with very limited resources. Don't really think this movie made much impact though at the time it got released, though it must had done something well, since a total of six sequels got released after this one.<br /><br />Fans of shock and gore will most likely be disappointed by this movie, though there are still some fetish people out there who will get a kick out of this",Y
"I had such high hopes for this film because I loved the original so much. It seems that Disney, however, is trying to perfect the art of crappy straight-to-DVD sequels. They deserve a razzie. Several, in fact. I thought the idea had merit, but the music was absolutely awful and the story wasn't much better. What happened to the great music Disney used to have in their films. Mary Poppins, Aladdin, Beauty and the Beast, The Lion King...even Hercules and The Hunchback of Notre Dame. They've made so many great movies over the years that it's really sad that they've sunk to point of making sequels that aren't even good enough to put in theatres.<br /><br />I hope this movie is not an indication of things to come for the Walt Disney Corporation.",Y
"I remember watching this on prime time when I was about 7 years old. I was a huge comic book reader at the time, and anything relating to superheroes was anticipated heavily. The end result, however, was underwhelming.<br /><br />I was aware of the ""Emma Peel"" Diana Prince stories, as they had only recently come to an end and Diana was returned to her Amazonian form. However, there was so little action that I was bored throughout most of the movie. The final costume was an interesting idea, but looked more like a cheerleader than a superhero.<br /><br />I saw the movie again in my late teen years. It hadn't improved much. Cathy Lee Crosby was more familiar, thanks to That's Incredible, but her acting was no better. The script had a few good ideas, like the rogue Amazon, and a decent villain in Ricardo Montalban, but it just didn't come together and was still boring.<br /><br />I think they should have built the back story better, and built the show into a more epic climax. It was too much like a bland spy film, crossed with a superhero story written by someone who had never seen a comic book. The Amazon elements were intriguing, but needed to be expanded.<br /><br />The film did succeed in forcing producers to go back to the drawing board and come up with something more faithful, if a bit too camp and low budget. The budget was also pretty low here, and superheroes don't",Y
"Just another example of why Stepehn King's books should not be made into movies. (Even Carrie, one of the best, is ruined in the adaptation from book to screen.) The premise of the story revolves around a fat lawyer, always on a diet, who ""accidentally"" kills an old gypsy woman. In court, with the help of the judge and the local police chief, he gets off, even though the accident was sort of his fault as he was not paying attention as he was driving. The father of the dead gypsy woman places a curse on the 3, with our main character, Billy (the lawyer) getting thinner and thinner by the day. Though the movie kept with the book, for the most part, and has your typical King ending, the acting was stilted and felt forced. We went from one scene to the next without much of anything in between, sort of like reading acts in a play. King himself made a cameo in the movie (sort of like Dave Barry), which reinforces my belief that authors should stay just that: authors. Leave the acting to actors. Not that anyone in this movie was that great. I've seen the major characters in movies where they were much better.",Y
"What we have here is a film about how the pursuit of money & revenge can corrupt your soul... or something like that. Guy Ritchie, a director known for his reworking of the gangster genre, bites off more than he can chew with this one.<br /><br />His use of modern film noir to tackle the theme of a man setting himself free by swallowing his pride, being nice to his enemy & giving away all his money falls flat on it's face. When Jason Statham's character no longer fears Ray Liotta, it apparently drives Liotta crazy enough to blow his head off in the final scene. Why? Basically you cannot set up a mafiosi like the Liotta character, who has presumably got to his station in life by displaying the kind of ruthless behaviour evident throughout the film, only then to have him driven to suicide by nothing more than a pitying smile on the face of Statham's character.<br /><br />Before anyone starts to say I'm missing the point... I'm not. I get it OK? Opt out of the quest for riches & you'll find true happiness and inner peace. Be nice to your enemy and this will confuse him into self-destruction. This seems to be the gist of the movie and in itself this is not a bad premise for a story, although hardly original. The problem is that Ritchie simply doesn't have the skill as a movie maker to carry it off. At the moment when even Guy",Y
"I sort of accidentally ended up watching this movie. I'm still not sure if I regret it or not. I felt like I was watching the film made by that group of film school students that didn't quite make the cut. It plays up every Hollywood cliché imaginable, all the while flogging us with the 'corporations are the ultimate evil' message. Subtlety this movie does not know. As far as that goes, it even manages to provide it's own spoilers.<br /><br />The story appears to be a computer nerd's fantasy world come true. The lead character is an attractive teenage boy with a girlfriend, yet is a programming genius and apparent hacker (I think), among many other nerd-fantasy-come-true elements that you'll have to see for yourself.<br /><br />As well, I should've known it would be a z-movie when I saw Ned Bellamy... he tends to be a good tip-off.<br /><br />Can't recommend this one, I'm afraid.",Y
"A series of painfully unfunny skits that seem to go on forever and a day. Not as mind-numbingly awful as say ""Freddy Got Fingered"" or ""Lost Reality"", but that in NO way is an endorsement in ANY way, sense or form. Features the worst rhyming clown ever. Any most if it isn't offensive to anybody but the most prudish or politically correct. It also has the worst song parody EVER put on film, the WORST Arnold impersonation EVER (not just the worst put on film, literally the worst EVER). I have NO clue why Karen Black, Micheal Clarke Duncan, or Slash would star in this (the reasons I watched this in the first place) The only thing mildly amusing was Dickman. In conclusion I would't recommend this film to ANYONE, but the people who are making it their mission in life to get this in the Bottom 250 on this site are pathetic. Do something notable with you lives people. Plus if it's true the Church of Scientalogy hates him, he can't be ALL bad.<br /><br />My Grade: D",Y
"Even if one didn't realize that Sellers was in poor health at the time of filming and passed away before the film's release, THE FIENDISH PLOT OF DR. FU MANCHU would be painful viewing. It is supposedly a lampoon of Sax Rohmer's famous Oriental villain but it lacks any focus. The potential for satirical commentary on the anti-Oriental overtones of Rohmer's concept are ignored. Indeed, the movie employs racist insults. There are hardly any actual jokes or gags, just mostly actors behaving idiotically and spouting dreary lines. It is especially distressing to see Sid Caesar forced to spout curses and racial slurs for attempted laughs. Most of the other actors embarrass themselves as well.<br /><br />And then there's Peter Sellers. He plays the dual roles of the sinister Fu Manchu, who is trying to concoct a formula to regain his youth and his stalwart British foe Nayland Smith. Sellers isn't one hundred per cent bad; he conveys a quirky warmth as Smith when he discusses his fetishistic attachment to his lawn mower and he's oddly moving as Manchu when he expresses his love for English music hall entertainment. But most of the time, he plays both roles with a weary grimness, thus further sabotaging any comical possibilities. Sellers' routines where he revitalizes his fading strength with electric shocks are particularly excruciating; he seems too convincingly agonized to be funny. <br /><br />A few genuinely witty lines, an apt slapstick bit by Burt Kwouk (Cato in the PINK PANTHER films) as",Y
"JUDAAI was a bold film by Raj Kanwar at it's time In 1997 when such a topic was damn out of the box<br /><br />To give him his credit he does succeed in showing how greed changes a person and to what extent the person can go to get what she wants<br /><br />The film however is damn melodramatic, many places ridiculous<br /><br />One wonders why Anil doesn't buy a TV for his wife? when he earns so much Just to show how poor he is?<br /><br />The twist is well handled but the handling is straight out of 80's The Johny- Paresh comedy which entertains here and there stands out as a sore thumb as it doesn't fit in the story<br /><br />Even there are several cringeworthy scenes<br /><br />Direction by Raj Kanwar is adequate though at times too melodramatic Music is okay but most songs look forced<br /><br />Anil does his part well Sridevi is excellent in her part Urmila is decent Amongst rest Kader Khan is as usual Johny Lever is funny, Paresh irritates Farida is decent",Y
"The film is bad. There is no other way to say it. The story is weak and outdated, especially for this country. I don't think most people know what a ""walker"" is or will really care. I felt as if I was watching a movie from the 70's. The subject was just not believable for the year 2007, even being set in DC. I think this rang true for everyone else who watched it too as the applause were low and quick at the end. Most didn't stay for the Q&A either.<br /><br />I don't think Schrader really thought the film out ahead of time. Many of the scenes seemed to be cut short as if they were never finished or he just didn't know how to finish them. He jumped from one scene to the next and you had to try and figure out or guess what was going on. I really didn't get Woody's (Carter) private life or boyfriend either. What were all the ""artistic"" male bondage and torture pictures (from Iraq prisons) about? What was he thinking? I think it was his very poor attempt at trying to create this dark private subculture life for Woody's character (Car). It didn't work. It didn't even seem to make sense really.<br /><br />The only good thing about this film was Woody Harrelson. He played his character (Car) flawlessly. You really did get a great sense of what a ""walker"" may have been like (say twenty years ago). He was",Y
"This was truly dreadful! It had a terrible storyline, was poorly acted, and was like an amateur remake of evil dead but not nearly as good.<br /><br />It took all my tenacity to make it through this one, it's a good job I didn't have to visit the toilet else I doubt I would have come back! This one makes Hammer House of Horror look like a big screen Hollywood epic. <br /><br />The only value to this movie was the never ending supply of beautiful women. Not a bad one among them! <br /><br />If you want to letch with your friends after a night on the beer then this one's for you ... else avoid it like the plague!",Y
"I am a big fan of the original book and this adaption is simply bad. First of all, it had trouble deciding if it is a kiddie toon or an adult one, that caused a strange mix of an adult story and some pretty violent scenes with a silly little duck that keeps giving ""funny"" moments in the beginning.<br /><br />But that's hardly important, the film is simply boring, unmoving and not true to the original story. It simply fails to transfer to the picture all the points Orwell tried to make to his book.<br /><br />{SPOILER}<br /><br />Second revolution?!! Haven't they guys learned anything?? Who be the next Napoleon then? Benjamin?!!",Y
"Well I'm blowed, a Woody Allen film that I walked out of after half an hour (I'm aware of the moral fragility of commenting on a film of which I've seen less than half, but I hope you'll understand why). Basically, it became apparent very early on that we were going to be patronised from the screen with: a script that set out its conceit as if with bullet points; a cast that were all trying to be characters from Hannah and Her Sisters (with the exception of Chloe Sevigny), and were badly directed into doing so; and a camera that sat around portentously, only for there to be nothing to film but chat and the actor delivering it. Drama? None; it's partially pre-narrated, but the action does nothing to develop a dramatic situation.<br /><br />Maybe I did leave too early in this case, but by then I'd decided against another hour and a half of one-liner-Allen clones. The script has its funny moments  I went almost entirely on the back of Will Ferrell's excerpts in the trailer (trailer-hooked again, doh!)  but there's little pace to let them fly off nonchalantly, as is best. Worse than this there's no fluidity. Saying this film's wooden makes a forest look like a jelly: the opening café-bound discussion being the most abject case-in-point. The only thing that should be done by numbers is potted reviewing  2/10.",Y
"Kojak meets the mafia. Telly Savales is one of those guys from the past that seems pretty forgettable. I never thought that his show was all that great. This is his one dimensional characterization of a crime boss, with very predictable results. If you take the car chases and the general rambling out, there isn't much plot development or action. I find mafia movies to be dull because I have no respect or interest in common criminals and their actions. Hollywood, and in this case, the Italian cinema, treat these guys as heroes. I saw the film and in a few days I won't remember much about it. Lots of shooting, innocent bystanders dying, betrayal, and that sick loyalty. The film is photographed pretty well and the acting is decent. But the dubbing is so bad (due to voices that just couldn't come out of those bodies), that I almost started looking for Godzilla approaching the bay.",Y
"I appreciate the need to hire unknowns for these kind of 'horror' movies, but they should at least hire some proper actors. The sergeant especially is guilty of using his monotone to bulldozer every single line he has. But let's face it, the lines aren't really important. There isn't really a recognisable plot, so most of the writing involves the words f**k, s**t, m*****f****r and other assorted bad language in place of proper dialogue.<br /><br />The 'story' as it is, is mostly made up of seemingly random gore and death, with a couple of cringe-worthy 'surprises', which happen around 10 minutes after you see exactly what's going to happen. Not only this, but there are several glaring plot holes and continuity errors (Why are they going in there? Didn't he have a weapon? Wasn't he dead?), so it makes the whole film seem as if it has been cut down by the several hours it would take to fix them.<br /><br />Another film which simply relies on blood and gore instead of any real cinematic experience.",Y
"i didn't enjoy this movie at all.for one,i just found it crude and vulgar,for no reason.i also felt it's misogynistic(against women.)also,the movie really doesn't appear to be about anything,and i didn't find any of the characters likable.really,the there doesn't seem to be any point to it all.maybe i'm missing something,but for me,this movie is pretty much a waste of time,when i could have been doing something more productive and enjoyable.like using my face as a pin cushion.James garner is in this thing,as are C.Thomas Howell and Shirley Jones,and James Cromwell.all are wasted here,and i'm sure this was a low point in each of their respective careers.Jennilee Harrison(from the later years of Three's Company)is also in the movie,and it is nice to see her in a non ditsy role.but other than that,she can't rise above the mediocre script.for me,Tank is a 3/10",Y
"Angels who got a little icky were banned from heaven and now reside in a British forest where they seduce and chop up teens. Talk about high concept. On the plus side this little mother gives us Tom Savini, but since his acting range is limited to two minutes screen-time, his five minute presence seems a tad long. The angels run around the forest naked for the most part of the movie, but though they might have the body of an angel, their faces sure look like Joan Rivers on a bad day. Mediocre acting and amateurish gore-effects don't help and the night scenes fatally recall Paris Hilton's most famous movie. So bad that it is REALLY bad.",Y
"The good news is a movie was made, drawing on a supposed Aztec myth and featuring an unusually Aztec-American (is such a word exists) cast. The bad news is, it was dead at birth.<br /><br />If Ed Wood had come out of retirement and coached George Romaro through his classic 'Night of the Living Dead,' this is what we might have come up with. 'The Legend of Diablo' is clearly fodder for any future resurrections of 'Mystery Science Theatre 3000!'<br /><br />I don't think one can even call this a 'B' movie. The production values are so abysmal that I kept getting the feeling I was watching either a lengthy skit from a variety show or a backyard 8-mm film shot by a group of school kids. <br /><br />SOME SPOILERS<br /><br />The basic plot line sounded interesting enough to lure me into renting it. A rural California sheriff finds a box containing an Aztec demon and accidentally unleashes it on the unsuspecting community. His daughters, one hot and one homely, team with a gringo FBI man and a priest, to try to re-cage the demon. <br /><br />Meanwhile, every zombie scene one has ever seen in previous undead movies is re-enacted-poorly. These zombies walk more like an army of Nutty Professors than the undead! The supposed infrared scenes from the demon's viewpoint are nothing special and he/she/it sure seems to back up a lot (as opposed to turning around the moving forward). And the scene where the priest lures",Y
"Chris Rock deserves better than he gives himself in ""Down To Earth."" As directed by brothers Chris & Paul Weitz of ""American Pie"" fame, this uninspired remake of Warren Beatty's 1978 fantasy ""Heaven Can Wait,"" itself a rehash of 1941's ""Here Comes Mr. Jordan,"" lacks the abrasively profane humor that won Chris Rock an Emmy for his first HBO special. Predictably, he spouts swear words from A to Z, but he consciously avoids the F-word. Anybody who saw this gifted African-American comic in ""Lethal Weapon 4,"" ""Dogma,"" or ""Nurse Betty"" knows he can elicit more laughter with the F-word than Martin Lawrence and Eddie Murphy put together. Sadly, despite a few witty one-liners, ""Down To Earth"" hits Rock bottom both as a contrived comedy and an improbable interracial romance.<br /><br />""Down to Earth"" utterly destroys any good will that the Weitz Brothers generated with their landmark gross-out face ""American Pie."" This disposable drivel qualifies as a contrived as well as confusing comedy with a thoroughly improbable color-blind interracial romance. Unfortunately, a more than competent castamong them ""The Full Monty's"" Mark Addy, Chazz Palminteri of ""Analyze This,"" ""SCTV's"" Eugene Levy, and newcomer Brian Rhodes as Charles Wellington, Jr.are wasted in flat-footed, sketchy roles. Hardcore Rock fans will undoubtedly accuse their favorite comedian with trying to fix something that was never broken. Abysmally written by Lance Crouther, Ali Le Roi, Louis CK, and Rock, ""Down To Earth"" casts Chris as a messenger who rides a bike by day in the Big Apple",Y
Demi Moore's character in the movie was selected for the SEALs because of her looks. That was a bad start and the movie went down from there. The plot was totally unbelievable. The will to make it in a tough military unit is not enough. This movie did not convince me of a woman's physical ability to perform the types of tasks required.<br /><br />Trying to pretend that women and men are basically the same is an insult to everyone's intelligence. The differences between the sexes are what makes life interesting.,Y
"I've come to realise from watching Euro horror, especially films made by cult luminary Jess Franco, that you can't expect a plot that makes much sense. However, Franco has gone overboard with this film; and despite a surreal atmosphere, and the film's reputation as one of the director's best - Succubus is unfortunately is a truly awful film. I've got to admit that I saw the American cut version, which runs at about 76 minutes; but unless it was just the logic that was cut, I'm sure the longer European version is just as boring. The plot has something to do with a woman marauding around; practicing S&M and talking rubbish, and it's all really boring. There's no gore and the sex is dull, and most of the runtime is taken up by boring dialogue and despite the fact that this is a short film; I had difficulty making it all the way to the end. I have to say that the locations look good and Franco has done a good job of using his surreal atmosphere; but the positive elements end there. Jess Franco is definitely a talented director that has made some classic trash films - but this looks like it was one he made for the money, and overall I recommend skipping it and seeing some of the director's more interesting works.",Y
"For starters and for the record, the term ""Necromancy"" describes the black magic art of bringing the dead back to life and it does NOT, in any way, relate to having sex with cadavers. That is called necrophilia and, yes, I know it's an obvious difference but I'm already getting a lot of remarks from acquaintances and relatives that I sport a perverted taste in movies! This movie is quite the opposite of perverted or sleazy, in fact, and merely just qualifies as boring, inept and terribly bad. ""Necromancy"" makes at least one top five ranking, namely in the list of most incoherent movies ever made! Now, director Bert I. Gordon is not exactly famous for delivering masterpieces (on his repertoire there are titles like ""Earth vs. the Spider"", ""King Dinosaur"" and ""Food of the Gods"") but he really surpassed himself here with a totally senseless, redundant and utterly nonsensical tale about witchcraft and secretive little towns. Shortly after the tragic experience of seeing their baby being born dead, Lori and her husband Frank move to the quiet little town of Lillith, where Frank suddenly got offered a prominent job in a toy factory. Lori is suspicious and senses an atmosphere of morbidity, especially with the town's patriarch and ""owner"" Mr. Cato behaving very obtrusive and mysterious. That's another thing. How can anybody ""own"" a town and everybody in it? Either way, Lori gradually discovers that everybody in Lillith is a witch and Mr. Cato exclusively lured her to the",Y
"Drones, ethnic drumming, bad synthesizer piping, children singing. The most patronizing ""world music"" imaginable. This is a tourist film, and a lousy one. What really kills it is the incoherent sequences. India, Egypt, South America, Africa, etc, etc. No transitions, no visual explanation of why we're suddenly ten thousand miles away, no ideas expressed in images. Just a bunch of footage of third-worlders with ""baskets on their heads"" as another reviewer said. Walking along endlessly as if that had some deep meaning. If these guys wanted to make a 3rd World music video, all they had to do was head a few hundred miles south of where the best parts of Koya were shot, and film in Mexico. That would have been a much better setting for ""life in transformation.""<br /><br />But no. What they decided on was a scrambled tourist itinerary covering half the globe and mind-deadeningly overcranked filter shots. The only thing to recommend this film is that it doesn't suck quite as much as Naqoyqatsi.<br /><br />RstJ",Y
"I've seen a lot of crap in my day, but goodness, Hot Rod takes the cake. I saw a free screening in NY the other night. I can only hope they show the funny version to the paying customers. The big laughs were sparse, the plot was uninteresting, and the characters were one dimensional at best. One highlight is a hilarious dancing scene with Adam Samberg. It was priceless and was the only scene I truly had a hearty laugh at. Other than that, I can only recollect randomness and dead air. SNL & Samberg fans may be disappointed. I know I was expecting more from it. But it short, I definitely would not recommend attending a free screening or paying to watch this film.",Y
"This is an interesting idea gone bad. The hidden meanings in art left as clues by a serial killer sounds intriguing, but the execution in ""Anamorph"" is excruciatingly slow and without much interest. There is no other way to describe the film except boring. The death clues are the only interesting part of ""Anamorph"". Everything connecting them is tedious. Willem Dafoe gives a credible performance as the investigator, but he has little to do with a script that is stretched to the limit. Several supporting character actors are wasted , including Peter Stormare as the art expert, James Rebhorn as the police chief, Paul Lazar as the medical examiner, and most notably Deborah Harry, who is featured on the back of the DVD case, yet only has a couple lines spoken through a cracked door. Not recommended. - MERK",Y
"The Lives of the Saints starts off with an atmospheric vision of London as a bustling city of busy, quaint streets and sunshine. I was hoping it would maintain this atmosphere, but it gets bogged down in a story that goes pretty much nowhere.<br /><br />Othello works for big, fat Mr. Karva, his crime-boss step-dad (at least I think that is what he is supposed to be because it's never really defined, but he does drop kittens into deep fat friers, so trust me, he's a prick) doing scrappy little errands while his skanky girlfriend gives daddy hand-jobs. One of his colleagues is Runner, a black dude who is always dashing from A to B. Until the day he comes across almost mute homeless child who grants him his wish of being able to stop running. Runner dumps the lost boy in Othello's flat, where he promptly starts granting more wishes. Keen to have some of his own desires fulfilled, Karva has the boy kidnapped. But he isn't sure of what would really bring him happiness. Is it the innocence of being a child again or is it another hand-job? Either way, I don't want to see the little boy grant him the second.<br /><br />It just takes ages to get going and there are loads of repetitive scenes. The ending tries to be shocking but since there's hardly any back-story on investment in any of these characters it only serves as a release for the bored audience.<br /><br />Writer",Y
"If you are hoping for ANYTHING new, you have chosen the wrong movie. Who can think that a movie that is a virtual replay of it's predeccesors can be good. Maybe the producer and maybe the director but hopefully they were not serious when they made this THING. This whole movie is like making a greatest hits DVD of the 1st 3 films, but changing the actors. BHHAAAAD.",Y
"Rip off of ""Scream"" or especially ""I know what you did last summer"", there's some entertainment here, and a little scary, but they needed some originality.<br /><br />An entertainment score? 6.5/10 Overall? 5.5/10",Y
"We bought this film from a shop called Poundland. We were looking for more inspiration as we have previously bought the film No Big Deal an remade it.<br /><br />We expected this film to be badly inspirational so that we might remake it and put it on the tube. HOWEVER, this was shocking. BORING is the main word that comes to mind. The bad effects and script aren't enough to make you watch it. The main woman's body seems to be whipped out at opportune moments in a pathetic attempt to keep the viewer interested. However, it just makes you wonder, did they blow the budget getting her to take her clothes off? If so, I'd have asked for a refund! It looks like a homemade film, the shots don't even correspond with each other and the camera work is so amateur it makes our remakes of bad movies look professional. I CANNOT believe that this is being sold as a marketable product.<br /><br />IT IS JUST BORING and UGLY to watch. The actors are bad and there is no degree of professionalism about it. There are no words to describe how terrible it is.",Y
"Aside from the horrendous acting and the ridiculous and ludicrous plot, this movie wasn't too bad. Unfortunately, that doesn't leave much movie not to suck. Do not waste your time on this film, even if you find yourself suffering from insomnia, as I did. Watch an infomercial instead.",Y
"Annoying, static comedy with a painfully miscast Peter Sellers as a smarmy, self-centered Casanova who always has his way with the ladies. A major blemish on Sellers' filmography, and, even worse, a film that seems to have been made solely to satisfy the ego of its star. (*)",Y
"Why, o' WHY! ...did I pick this one up? Well... i needed a no-brainer in the summer heat, and the cover looked cool.<br /><br />Of course I should've known better. This is a really, really bad movie. And it gets embarasing when the makers know it's bad, and try cover it up by adding some sexy/beautiful women, and some sex-scenes to it. Well, folks... it does'nt cut it, does it!<br /><br />If you WOULD like a cool movie about a big reptile that is actually very, very good, well-played and funny: go rent Lake Placid! (that is an order)",Y
"A very tired looking Burt Reynolds plays a mercenary battling his former employers for some gizmo these non-heroes plan to sell to ""the Iranians."" Low-rent video nonsense by the producers of ""Silk Stalkings"" offers some decent action footage and a lot of ineptly staged ""drama""...a lack of logic and truly dreadful dialogue are the defining aspects, although the final twists and allegiance shifts could've been a nifty end to a better movie. Burt still has presence, although it also means you notice more when he mouths insultingly half-baked ""one-liners"".",Y
"Has to be one of the worst wastes of 35mm movie film ever unleashed on the public, the sequel to the at least entertaining pseudo-documentary original film ""The Legend of Boggy Creek"". Bad script, worse acting, etc., etc., Dawn Wells had to be hoping that Gilligan would come rescue her and take her back to the island just to escape from this piece of clap-trap.",Y
"This is a movie about making a movie. Such movies may be entertaining, but they need some substance, to do so. It did not happen here, I am afraid. Mr Coppola did not inherit his father's skills, unfortunately (neither did his sister, who can however make movies which one might watch).<br /><br />I do wonder how this movie came to get such rave reviews. <br /><br />Let's see: the lead male actor, supposedly a director, is as expressive as a frozen squid and his voice has the same pitch whatever he says, the lead female actress has an expression on her face that never changes, the plot is totally segmented in bits with perhaps one single connecting element, the movie within the movie idea must be more stale than paleolithic rocks... Would that be enough?<br /><br />I regretted every single moment I watched this movie. A walk with the dog is far superior entertainment to this unbelievably lame movie. It's as if a François Truffaut plot were directed by Dick Cheney...<br /><br />Brazil, some other classic SF movies? You must be really joking...",Y
"Mind, my friends and I saw the movie based off it's title alone. It's cute, though obvious in it's plot and direction-- you know where the movie is going within the first five minutes. My main contention with the plot is that while it remains tolerably consistent, they never explain a lot of the things behind the characters. An alcoholic father, overworked mother, stressed-out sister... that's a bad family, but aside from the occasional mention from the sister, there's not any resolution. I was also confused as to the scene with the bottles... it seemed pretty random.<br /><br />The writing is a secondary concern... the kids weren't bad actors, but their script left a lot to be desired. Unfortunately, what could have been a cute niche movie was pushed aside for a single, blah special effect, lame scripting, and a glaringly obvious plot.",Y
"This is a genuinely horrible film. The plot (such as it is) is totally undecipherable. (I think it has something to do with blackmail, but I'm not entirely certain.)<br /><br />Half of the dialogue consists of useless cliches. The other half is spoken by the various actors in such unintelligible imitations of ""southern"" accents that (thankfully) the words cannot be recognized.<br /><br />But the one true tragedy of the movie is that such a historic talent as Mary Tyler Moore apparently was in such dire financial or personal circumstances that she appeared in it.<br /><br />",Y
"I only today, picked this up at the 99 cents only store today, and I still think I got ripped off. ""Dream to Believe"" is a pretty boring and unrealistic gymnastics drama and $1 is just too freakin' expensive for this. This film is probably only notable for 2 things: 1. It has a young Keanu Reeves. And 2. It's directed by Paul Lynch, the man who also did Promo Night. Now onto the movie. <br /><br />It's about a girl named Robin (Played by Olivia D'Abo) who is badly injured from a car accident that also cost her father's life. So the accident prevents her from competing in gymnastic tournaments, she is often picked on during her classes and eventually she meets some wild kid named Tommy (Played by Keanu.) Robin, when not in training, works part-time, along with her mother and stepsister, at a Laundromat owned by her abusive stepfather. Eventually she is chosen to compete. <br /><br />Overall, Keanu alone and some catchy 80s tunes are what prevent me from giving this 1 star, and it's also not one of the worst movies ever, but still far from good. The DVD itself is not getting any medals either as it appears to be sourced from an old VHS and towards the end, the sound goes out of sync and when the end credits are almost over, it fades to black, even though sound can still be heard. So this can probably be passed as a bootleg. The",Y
